customer_id,age,gender,tenure_months,subscription_type,monthly_charges,total_spend,support_tickets,last_login_days,churn
1593,49,Female,11,Premium,182.77,21174.92,0,10,0
1594,52,Female,42,Basic,1214.29,18686.89,2,29,0
1595,55,Male,8,Standard,846.84,48899.79,2,1,1
1596,30,Male,33,Basic,791.78,38680.85,8,5,1
1597,64,Male,10,Premium,602.29,38967.01,2,8,0
1598,42,Female,18,Basic,111.4,30197.14,5,16,0
1599,26,Male,35,Premium,446.48,25596.92,8,18,0
1600,21,Male,43,Premium,1001.05,27754.29,9,11,1
1601,31,Female,50,Premium,623.9,32778.21,4,5,0
1602,54,Female,3,Premium,1761.34,19153.55,9,15,0
1603,51,Female,40,Standard,371.7,39223.59,8,22,0
1604,28,Male,27,Premium,1763.15,45506.44,8,1,1
1605,58,Male,59,Standard,869.17,28778.54,5,25,1
1606,20,Female,28,Standard,624.1,19383.04,7,23,0
1607,45,Male,46,Basic,678.15,34931.69,8,10,0
1608,46,Male,6,Basic,727.13,9517.15,8,14,1
1609,26,Male,47,Premium,1062.47,48444.35,7,28,1
1610,20,Female,14,Basic,772.38,33070.37,3,5,1
1611,42,Female,7,Premium,1329.69,3844.65,7,27,1
1612,51,Male,10,Basic,907.84,26722.63,1,24,1
1613,29,Male,15,Premium,1376.12,37641.87,2,8,0
1614,59,Male,31,Basic,1248.41,14253.37,8,8,0
1615,26,Male,29,Basic,564.46,3023.98,9,24,0
1616,32,Female,42,Standard,1644.27,24713.54,3,17,0
1617,57,Female,54,Basic,1618.06,41764.41,1,25,0
1618,42,Male,17,Basic,1979.06,12950.95,2,12,0
1619,22,Male,59,Premium,432.6,35992.15,6,25,0
1620,28,Female,51,Standard,1710.89,20685.64,8,28,1
1621,51,Male,29,Premium,1756.76,3451.79,6,22,0
1622,41,Female,49,Basic,1320.11,15546.17,7,4,0
1623,32,Male,44,Premium,1062.13,16038.17,2,24,0
1624,55,Female,15,Standard,1918.79,45280.88,6,16,0
1625,25,Male,26,Premium,1948.11,49096.53,0,25,1
1626,22,Male,12,Basic,1319.23,10883.51,5,22,1
1627,43,Female,25,Premium,783.16,21810.39,2,25,0
1628,35,Female,41,Basic,1652.61,48846.82,1,20,0
1629,23,Male,5,Standard,269.59,20659.77,3,10,1
1630,54,Male,4,Standard,652.13,17783.97,8,8,0
1631,30,Female,44,Premium,1972.55,5939.13,5,22,0
1632,45,Female,48,Standard,1647.23,37787.58,8,19,0
1633,22,Male,41,Premium,1885.21,22626.78,7,26,1
1634,30,Male,57,Basic,1230.11,32113.82,4,23,1
1635,34,Female,31,Premium,874.58,25737.91,7,8,0
1636,57,Female,3,Basic,1961.41,9139.59,1,8,1
1637,62,Female,53,Standard,687.91,9230.3,7,9,0
1638,49,Female,3,Basic,1539.09,47017.94,0,19,1
1639,46,Female,26,Basic,1160.59,44531.2,2,5,0
1640,20,Male,50,Basic,534.16,30726.38,6,3,0
1641,57,Male,17,Basic,133.22,561.59,3,0,0
1642,51,Female,10,Basic,829.15,21948.13,6,5,1
1643,57,Male,2,Premium,1140.6,26756.19,0,23,0
1644,44,Male,24,Basic,448.06,22747.17,6,5,0
1645,30,Female,11,Basic,887.65,46309.75,2,28,0
1646,62,Male,24,Basic,1268.86,2522.86,1,11,0
1647,50,Male,35,Basic,1458.35,32918.96,8,2,0
1648,23,Male,23,Basic,200.21,16034.9,1,12,0
1649,41,Female,32,Basic,1361.94,28194.11,2,23,0
1650,36,Female,23,Standard,207.67,32967.91,2,9,0
1651,33,Male,34,Premium,153.55,22320.66,3,8,0
1652,57,Male,41,Basic,389.58,7844.53,6,16,0
1653,45,Male,19,Premium,1341.92,26192.39,6,10,0
1654,50,Male,2,Standard,200.36,46681.33,8,26,0
1655,58,Male,51,Standard,139.7,27026.07,9,5,0
1656,30,Male,2,Basic,324.12,6585.52,7,9,0
1657,60,Female,15,Premium,1904.47,41296.07,5,23,0
1658,62,Male,56,Basic,1823.83,11476.37,5,17,1
1659,42,Male,21,Standard,264.29,18825.74,4,13,0
1660,59,Female,35,Standard,677.63,21723.48,1,29,1
1661,53,Male,5,Premium,1899.86,17315.11,5,3,0
1662,44,Male,43,Basic,285.61,20520.36,5,12,0
1663,55,Male,27,Premium,279.73,39876.29,4,0,0
1664,24,Male,24,Premium,263.41,11556.27,5,19,0
1665,22,Female,7,Standard,1955.3,23785.72,4,1,0
1666,60,Male,6,Premium,1511.91,1490.42,3,2,0
1667,62,Female,46,Standard,507.52,25629.46,2,19,0
1668,48,Male,33,Basic,187.3,6028.59,0,2,1
1669,40,Male,58,Premium,1933.96,14470.68,3,5,0
1670,59,Female,49,Premium,908.43,16581.23,8,28,0
1671,27,Male,17,Basic,1236.91,4576.45,6,6,0
1672,49,Female,46,Premium,630.47,18348.03,6,10,0
1673,60,Female,42,Basic,1540.88,25153.84,6,6,0
1674,47,Female,30,Standard,473.92,21839.22,3,16,0
1675,56,Male,8,Standard,1595.13,14381.05,6,20,0
1676,48,Male,40,Premium,538.15,15095.32,1,18,1
1677,35,Male,46,Standard,286.03,31862.36,7,11,1
1678,53,Male,7,Standard,1009.76,36060.6,9,0,0
1679,19,Female,6,Basic,1645.11,29038.27,7,0,0
1680,31,Male,4,Standard,831.24,48821.31,8,17,1
1681,30,Male,1,Standard,154.86,47271.27,4,9,0
1682,46,Female,15,Standard,1151.29,5374.21,9,23,0
1683,29,Female,31,Basic,1392.9,13438.03,7,19,0
1684,56,Male,25,Premium,1507.32,43485.51,1,29,0
1685,19,Female,47,Basic,863.66,1968.34,9,25,0
1686,49,Female,33,Premium,284.34,29813.76,9,2,1
1687,30,Female,52,Premium,1210.22,47747.73,7,13,0
1688,63,Female,35,Standard,726.14,34096.52,9,7,0
1689,44,Female,55,Standard,1899.09,5050.7,8,15,0
1690,58,Male,5,Basic,1055.15,37516.98,5,17,0
1691,34,Male,5,Basic,997.31,19135.99,5,8,0
1692,57,Male,36,Basic,687.5,46115.91,3,3,1
1693,48,Male,17,Standard,743.69,14672.66,7,26,1
1694,51,Male,53,Premium,1074.23,23924.99,6,24,0
1695,41,Male,52,Basic,682.66,37457.06,8,0,1
1696,62,Male,14,Premium,1795.38,13248.23,0,20,0
1697,52,Female,58,Standard,934.13,9498.23,9,25,0
1698,23,Male,29,Standard,654.84,634.05,7,22,0
1699,36,Male,8,Standard,395.25,24654.11,7,13,0
1700,47,Male,34,Standard,1377.47,46466.56,8,10,1
1701,24,Female,40,Premium,149,14433.62,6,3,0
1702,27,Male,1,Premium,954.99,2647.24,8,27,0
1703,58,Male,29,Basic,1145.23,31211.35,9,27,0
1704,49,Female,36,Premium,745.59,3280.41,7,20,1
1705,51,Male,51,Premium,1524.65,25592.16,8,15,1
1706,45,Male,37,Premium,1383.75,19385.72,8,26,0
1707,32,Female,29,Basic,1945.66,24033.48,0,8,0
1708,47,Male,5,Premium,1066.66,8550.69,2,21,1
1709,54,Female,53,Premium,1121.84,4964.99,5,28,0
1710,46,Male,32,Premium,567.09,37575.05,6,13,0
1711,39,Male,52,Standard,832.42,12660.5,3,5,0
1712,21,Male,24,Premium,151.04,40120.99,9,1,0
1713,37,Female,19,Basic,1409.62,38043.14,1,0,0
1714,49,Female,12,Basic,692.08,10319.75,3,19,1
1715,53,Female,52,Basic,1126.7,45460.38,5,25,0
1716,21,Male,1,Basic,584.49,8483.34,3,18,0
1717,44,Male,7,Standard,1279.97,39958.71,9,26,0
1718,34,Female,17,Basic,950.41,21316.42,1,22,0
1719,29,Female,34,Standard,1015.54,9559.31,8,6,1
1720,39,Male,43,Standard,1890.95,46936.51,0,21,0
1721,34,Male,7,Standard,1441.7,48181.25,9,14,0
1722,27,Male,17,Basic,597.61,25812.96,6,4,0
1723,18,Male,59,Basic,1057.45,23724.14,8,2,1
1724,39,Female,3,Standard,986.68,45091.67,2,14,1
1725,43,Male,29,Standard,1610.6,30008.77,5,3,0
1726,35,Male,22,Basic,1683.37,13668.91,8,28,1
1727,31,Male,38,Premium,638.54,21547.26,8,4,0
1728,64,Male,54,Premium,1660.19,41881.46,3,3,0
1729,46,Male,43,Premium,441.05,43048.38,7,2,0
1730,29,Male,29,Basic,1549.26,46993.01,7,1,1
1731,53,Male,50,Basic,572.69,14768.91,6,4,1
1732,52,Female,50,Standard,666.07,34157.66,5,17,0
1733,29,Female,54,Basic,1719.69,3885.25,2,1,1
1734,24,Female,42,Basic,898.14,36432.18,3,14,0
1735,46,Male,5,Basic,1982.08,28378.38,8,17,0
1736,28,Female,30,Standard,388.69,12863.42,9,29,0
1737,50,Male,23,Standard,980.36,32904.28,6,17,1
1738,23,Male,55,Premium,1491.66,7191.51,7,7,0
1739,64,Male,21,Premium,110.2,17023.41,5,11,1
1740,32,Male,56,Basic,388.53,20345.22,0,22,1
1741,49,Female,26,Basic,138.68,38968.29,8,8,0
1742,28,Male,54,Standard,1986.47,15784.82,2,18,0
1743,40,Male,47,Premium,1545.19,2927.22,2,0,0
1744,43,Female,21,Premium,809.76,9446.66,8,21,1
1745,51,Female,20,Premium,396.94,30600.61,3,24,0
1746,63,Female,23,Basic,271.73,1254.89,7,28,0
1747,51,Male,4,Basic,1110.62,39715.5,3,16,0
1748,46,Female,21,Basic,1954.19,45105.44,1,0,0
1749,21,Male,21,Standard,1381.76,25022.18,4,19,0
1750,34,Male,1,Premium,793.76,35527.71,2,25,1
1751,52,Female,15,Standard,1051.62,23402.5,3,16,0
1752,30,Female,17,Premium,1997.92,15783.78,2,24,0
1753,58,Female,51,Basic,1085.66,8660.89,0,5,0
1754,56,Male,14,Standard,1931.98,26149.03,3,4,1
1755,32,Male,59,Standard,131.09,46529.53,8,26,0
1756,46,Male,19,Basic,1469.83,44553.62,6,4,1
1757,46,Male,50,Premium,1291.61,46021.48,5,10,0
1758,28,Male,34,Premium,1402.13,48337.45,9,10,0
1759,49,Male,6,Premium,1184.08,8685.22,8,10,1
1760,19,Female,45,Premium,183.94,7753,3,11,1
1761,64,Male,49,Basic,384.17,21674.19,5,11,1
1762,31,Female,6,Basic,1852.28,34620.92,2,1,0
1763,37,Female,53,Basic,542.56,22264.85,2,2,0
1764,39,Female,54,Basic,1986.58,44671.54,9,27,0
1765,28,Female,5,Standard,1391.22,36011.13,9,6,0
1766,44,Female,7,Standard,944.27,31881.55,7,19,0
1767,20,Male,33,Standard,1848.09,4016.37,4,13,0
1768,34,Male,13,Basic,1610.47,9179.1,7,21,0
1769,61,Male,51,Premium,915.03,21693.61,8,15,0
1770,45,Male,54,Standard,230.33,48830.55,1,23,0
1771,46,Female,1,Standard,1749.78,17053.23,6,13,1
1772,38,Female,13,Basic,1553.58,31683.79,1,16,0
1773,64,Female,43,Premium,1602.4,49450.85,6,14,0
1774,33,Male,27,Premium,1515.23,13569.24,2,10,1
1775,54,Male,7,Premium,623.93,8750.02,7,12,0
1776,37,Male,52,Basic,1731.81,27543.5,3,5,0
1777,23,Male,3,Premium,104.24,27818.57,8,16,1
1778,36,Female,58,Standard,550.82,46133.39,3,11,0
1779,22,Female,25,Standard,188.46,1808.29,1,27,1
1780,20,Male,33,Standard,310.13,20665.2,3,27,1
1781,18,Male,40,Basic,1111.52,15961.23,4,23,0
1782,55,Female,17,Premium,170.79,28767.11,7,3,0
1783,32,Female,45,Basic,444.62,961.85,2,20,0
1784,51,Female,14,Premium,542.21,35697.66,8,9,0
1785,52,Female,37,Basic,1345.14,24506.99,8,17,0
1786,42,Male,58,Standard,990.76,35184.12,9,18,0
1787,41,Female,56,Basic,970.98,22666.41,2,6,1
1788,29,Female,54,Basic,1560.02,23972.55,7,22,0
1789,35,Female,23,Basic,967.77,44829.71,5,29,0
1790,32,Female,59,Standard,762.13,10939.46,5,11,1
1791,61,Male,24,Basic,1928.66,11265.69,1,10,1
1792,33,Male,29,Basic,115.76,28194.09,7,23,0
1793,44,Male,38,Standard,680.25,33181.1,6,28,1
1794,25,Male,59,Premium,1257.85,18057.07,1,2,0
1795,63,Male,54,Basic,1587.34,26215.8,3,1,0
1796,42,Male,27,Standard,1651.18,11778.89,4,1,0
1797,34,Female,38,Basic,187.54,7227.58,8,21,0
1798,46,Female,53,Standard,1447.35,12294,9,1,0
1799,25,Female,40,Premium,1468.48,45860.47,1,26,0
1800,32,Female,45,Premium,506.75,40189.99,6,14,0
1801,44,Male,50,Basic,314.27,7442.16,4,3,0
1802,63,Female,23,Standard,1524.4,2804.74,1,24,0
1803,24,Male,31,Premium,574.05,5112.66,9,25,1
1804,20,Female,36,Premium,103.18,15024.92,2,2,0
1805,46,Female,17,Standard,524.79,40662.27,4,16,0
1806,61,Female,37,Basic,159.03,16408.04,9,1,1
1807,41,Male,3,Premium,573.45,9689.94,0,25,1
1808,20,Female,36,Premium,736.54,20094.13,6,28,0
1809,37,Male,55,Premium,615.66,6640.65,0,9,0
1810,63,Male,5,Basic,1847.88,23775.73,5,6,1
1811,32,Female,46,Premium,541.81,33939.93,5,8,0
1812,42,Male,15,Standard,988.32,18758.01,0,24,0
1813,47,Male,52,Basic,1919.11,9093.77,6,19,0
1814,31,Female,49,Premium,1770.48,22933.28,7,14,0
1815,24,Female,6,Standard,687.59,38243.22,2,7,1
1816,34,Female,59,Standard,720.33,4291.42,9,16,1
1817,61,Female,10,Basic,1227.33,4011.39,0,26,0
1818,37,Female,54,Standard,1843.94,16246.48,1,10,1
1819,53,Female,32,Basic,119,21045.11,0,15,0
1820,26,Male,23,Basic,846.93,11215.36,8,29,0
1821,55,Female,48,Basic,1714.57,1832.08,3,21,0
1822,39,Female,17,Standard,879.89,11368.2,6,29,0
1823,19,Male,46,Basic,1468.1,22050.81,4,23,0
1824,41,Female,20,Basic,1414.66,4431.65,8,17,1
1825,25,Male,44,Standard,490.37,35936.65,8,23,0
1826,28,Female,41,Basic,954.23,27828.99,5,3,1
1827,30,Female,15,Premium,1175.75,22004.79,4,17,0
1828,34,Male,44,Standard,1459.38,26176.24,9,19,0
1829,25,Female,46,Standard,1662.54,32962.4,0,7,1
1830,38,Male,58,Standard,1543.87,49742.53,3,14,0
1831,35,Female,22,Premium,153.79,38868.44,4,12,0
1832,47,Female,50,Basic,1374.21,27247.97,8,3,0
1833,35,Male,52,Standard,1044.9,38641.42,1,28,0
1834,63,Female,6,Standard,1190.34,24023.6,1,13,0
1835,64,Female,4,Standard,808.64,15889.98,2,14,0
1836,48,Male,58,Premium,1456.65,13467.08,2,14,0
1837,55,Female,23,Premium,1380.39,20274.22,6,23,0
1838,49,Male,44,Premium,1201.02,613.02,0,22,1
1839,28,Female,45,Basic,1737.05,9259.32,1,4,1
1840,62,Male,19,Basic,293.61,6763.4,0,23,0
1841,42,Female,54,Premium,671.94,48036.93,8,14,1
1842,50,Male,45,Basic,1040.75,3709.97,9,17,1
1843,55,Male,31,Premium,1921.35,25298.15,8,2,0
1844,58,Female,44,Basic,236.73,46026.04,2,19,0
1845,25,Female,52,Basic,740.45,30572.25,2,9,0
1846,28,Male,3,Premium,1859.19,25015.82,0,4,1
1847,39,Female,28,Standard,1806.1,37278.17,4,4,0
1848,41,Male,3,Standard,1743.97,17992.08,2,14,0
1849,58,Female,14,Basic,685.94,10088.86,1,0,0
1850,34,Female,18,Basic,1708.99,42440.48,2,0,1
1851,29,Male,27,Basic,1060.14,3300.82,7,15,0
1852,63,Male,51,Basic,1277.58,40485.8,7,27,0
1853,49,Female,10,Basic,553.77,5616.62,0,26,1
1854,32,Female,49,Basic,1442.68,31465.61,1,16,1
1855,33,Female,15,Premium,722.62,24113.84,0,13,1
1856,39,Female,19,Standard,753.37,49927.79,7,14,1
1857,45,Female,9,Standard,1309.95,19702.08,0,13,1
1858,37,Male,4,Premium,555.68,47885.69,5,20,1
1859,50,Female,15,Premium,526.43,20487.13,9,1,1
1860,27,Female,51,Standard,801.41,34244.17,7,2,1
1861,57,Male,48,Standard,1578.32,32361.23,7,23,0
1862,49,Male,8,Basic,526.9,4779.37,6,11,0
1863,50,Male,49,Standard,1595.9,37296.61,7,25,0
1864,19,Female,53,Basic,1421.65,10829.05,7,23,0
1865,50,Male,1,Basic,1390.25,19727.83,9,27,1
1866,50,Male,7,Standard,1002.04,39218.94,2,25,0
1867,58,Male,53,Basic,1517.19,47243.53,1,1,1
1868,30,Male,31,Basic,125.69,28210.28,3,7,1
1869,47,Female,18,Premium,680.65,26209.53,4,26,0
1870,50,Female,12,Standard,1390.36,25493.71,1,11,0
1871,30,Female,48,Premium,1975.86,40919.95,7,8,0
1872,43,Male,30,Basic,104.78,49659.25,7,25,0
1873,39,Male,33,Basic,1068.95,31862.76,3,13,0
1874,56,Male,59,Premium,1855.29,19241.81,4,25,0
1875,19,Male,47,Premium,1740.72,11323.88,4,5,1
1876,55,Male,7,Premium,143.96,10341.65,4,16,0
1877,56,Male,28,Basic,1106.16,42879.47,8,10,0
1878,43,Female,49,Standard,108.15,49621.43,8,26,0
1879,63,Female,3,Basic,1600.19,35050.53,3,18,0
1880,32,Male,43,Premium,686.86,47813.53,0,20,0
1881,51,Female,6,Standard,1554.62,17824.78,7,12,0
1882,59,Male,31,Premium,1895.11,31565.96,0,2,0
1883,61,Male,38,Basic,1954.56,25828.39,6,2,1
1884,57,Female,15,Standard,1798.81,24359.9,3,24,1
1885,28,Male,7,Standard,487.87,31802.49,0,20,0
1886,20,Female,43,Basic,469.74,15861.77,3,13,1
1887,23,Male,30,Premium,1288.98,32210.81,6,7,0
1888,26,Male,27,Premium,1133.7,33806.65,7,6,1
1889,23,Female,17,Premium,118.12,41887.61,1,3,0
1890,26,Male,55,Basic,844.28,36658.83,8,2,0
1891,56,Male,18,Premium,1822.71,16328.84,4,18,0
1892,48,Male,22,Standard,1806.88,22814.6,7,26,1
1893,49,Female,56,Premium,487.42,6458.71,1,1,0
1894,58,Male,53,Premium,825.73,13236.06,1,4,1
1895,29,Male,26,Standard,1164.7,26286.78,3,11,0
1896,25,Male,51,Standard,1720.29,5487.66,3,1,0
1897,25,Female,27,Premium,1110.79,28745.01,2,17,0
1898,45,Female,40,Standard,1939.58,19818.82,4,14,1
1899,37,Female,24,Basic,1618.2,2220.93,1,15,0
1900,64,Female,52,Standard,1910.87,22005.17,0,11,0
1901,24,Female,8,Basic,1489.84,14416.44,3,11,1
1902,28,Male,21,Standard,1767.49,3815.38,5,27,0
1903,37,Female,29,Basic,1678.91,15021.81,5,3,0
1904,33,Female,43,Basic,582.29,15057.71,1,21,0
1905,21,Male,21,Premium,536.12,18076.15,5,27,0
1906,23,Female,3,Standard,1742.33,18640.51,3,21,0
1907,39,Male,31,Standard,260.89,21773.69,9,7,1
1908,43,Female,55,Standard,876.27,5051.93,0,10,1
1909,20,Male,27,Basic,1659.25,761.25,0,21,1
1910,58,Male,46,Premium,1645.15,36932.36,1,21,0
1911,59,Female,27,Standard,363.69,17198.65,3,3,0
1912,31,Female,9,Premium,1026.65,30873.78,7,11,1
1913,28,Male,57,Premium,1011.68,15698.22,2,20,1
1914,35,Male,33,Basic,715.07,49217.27,4,26,0
1915,29,Male,33,Standard,1842.64,16113.52,2,22,0
1916,40,Male,26,Premium,1340.92,30449.7,7,9,1
1917,29,Male,28,Standard,1962.36,11388.58,3,26,0
1918,30,Male,44,Standard,226.86,26131.22,7,8,1
1919,42,Male,43,Standard,849.27,29176.87,7,15,0
1920,62,Female,31,Premium,1686.76,9549.79,8,3,0
1921,36,Male,53,Basic,903.1,6620.94,1,25,0
1922,63,Female,1,Basic,597.57,48693.26,9,16,1
1923,53,Female,20,Premium,1995.83,44716.75,6,21,0
1924,62,Male,12,Standard,1758.94,33173.32,9,17,1
1925,25,Male,17,Standard,1138.3,43122.19,0,26,0
1926,46,Female,15,Basic,1167.25,5230.24,3,6,0
1927,49,Male,34,Premium,113.04,36604.12,3,21,0
1928,61,Male,50,Premium,1963.89,14637.42,3,8,0
1929,35,Female,16,Basic,1631.96,27204.91,6,5,0
1930,23,Female,4,Premium,169.79,38358.29,4,29,0
1931,35,Female,8,Premium,435.03,2157.23,4,21,0
1932,36,Male,34,Basic,1659.96,34894.49,2,19,1
1933,39,Male,46,Basic,265.04,22025.91,9,27,1
1934,54,Female,25,Premium,1889.39,22263.81,4,24,0
1935,49,Male,15,Premium,1999.79,45410.27,4,2,0
1936,58,Female,28,Basic,1784.22,43056.95,7,14,1
1937,20,Male,9,Basic,1503.92,3347.92,1,0,0
1938,45,Female,2,Standard,1025.84,31106.61,7,26,0
1939,27,Male,17,Premium,256.62,22074.39,3,25,0
1940,52,Female,58,Premium,1487.85,6331.82,8,23,1
1941,46,Male,10,Basic,854.04,42627.04,7,23,0
1942,32,Male,9,Basic,1183.43,4039.8,4,26,0
1943,50,Female,31,Standard,657.44,2088.82,4,16,0
1944,24,Male,2,Standard,560.1,10277.02,8,8,1
1945,29,Male,24,Basic,716.16,15517.27,4,1,1
1946,47,Female,19,Premium,1646.27,3513.6,8,5,0
1947,38,Male,17,Standard,910.33,32244.92,5,24,1
1948,48,Male,43,Basic,692.25,22138.93,0,15,0
1949,41,Male,49,Basic,922.64,20903.35,7,12,0
1950,37,Female,10,Basic,161.35,7694.37,0,5,0
1951,54,Female,50,Premium,1792.15,22170.56,1,22,0
1952,21,Female,55,Basic,1148.35,19813.21,5,14,1
1953,45,Female,28,Basic,299.17,19490.31,4,24,0
1954,61,Female,38,Premium,647.97,11319.07,1,4,0
1955,37,Male,48,Basic,1968.75,5174.65,5,16,0
1956,41,Male,28,Basic,1226.81,13405.04,6,8,1
1957,49,Female,59,Standard,653.67,33529.87,2,25,0
1958,58,Male,50,Basic,910.06,4109.71,7,29,1
1959,53,Male,52,Premium,591.1,19425.06,3,12,0
1960,51,Male,50,Standard,160.43,25961.62,9,6,0
1961,53,Male,1,Basic,1699.86,48176.01,8,15,1
1962,19,Female,3,Premium,655.71,42269.34,6,7,1
1963,32,Female,15,Basic,1692.98,45872.36,2,17,0
1964,51,Male,52,Standard,1009.26,41090.08,4,4,0
1965,53,Male,10,Premium,447.5,29661.17,8,12,1
1966,23,Female,21,Standard,1623.55,43108.95,8,23,0
1967,56,Male,37,Premium,816.51,28479.75,7,22,0
1968,59,Male,15,Premium,1444.69,18208.53,7,6,0
1969,29,Male,23,Basic,1690.74,18930.93,8,19,0
1970,20,Female,14,Premium,1929.67,28490.35,4,12,0
1971,62,Female,15,Premium,263.05,40567.26,8,1,0
1972,35,Male,10,Basic,115.93,7115.81,5,25,0
1973,57,Male,56,Premium,1142.01,2443.63,5,18,1
1974,38,Male,9,Premium,602.06,39583.65,9,13,0
1975,32,Male,44,Premium,991.29,32555.81,5,29,1
1976,50,Male,39,Premium,238.05,41154.86,6,13,1
1977,52,Male,5,Basic,1053.02,48845.49,8,8,1
1978,43,Female,25,Basic,337.23,12944,2,3,0
1979,25,Female,56,Standard,1693.32,10117.45,5,16,0
1980,53,Male,42,Premium,1543.02,17378.44,9,25,0
1981,47,Female,57,Basic,240.74,43959.13,4,19,0
1982,40,Male,26,Premium,1689.07,1191.21,3,28,1
1983,59,Male,8,Basic,717.42,1021.35,7,15,0
1984,61,Female,22,Standard,770.43,11230.93,2,23,1
1985,31,Female,52,Premium,441.63,19107.86,1,29,0
1986,31,Male,25,Standard,1687.08,15466.13,3,7,0
1987,19,Male,48,Standard,868.94,41333.43,2,25,0
1988,54,Female,12,Standard,192.79,34641.26,6,14,0
1989,22,Female,9,Basic,1935.87,41972.77,3,25,0
1990,55,Male,10,Premium,586.19,19496.13,9,17,0
1991,62,Male,48,Basic,1878.74,29992.61,8,9,1
1992,58,Male,10,Basic,672.35,26015.04,4,3,1
1993,64,Female,9,Premium,1679.71,23998.96,2,6,0
1994,31,Male,26,Premium,1362.02,14761.11,1,23,0
1995,56,Female,35,Premium,1736.44,35606.42,5,16,0
1996,42,Male,27,Premium,1954.62,26439.47,5,7,0
1997,37,Female,31,Basic,1755.82,4390.84,0,0,0
1998,19,Female,19,Premium,866.96,525.86,6,21,0
1999,56,Female,43,Premium,1647.56,1505.79,4,20,0
2000,23,Female,38,Premium,1452.14,4259.53,6,9,0
2001,34,Male,6,Standard,217.05,18862.23,3,14,1
2002,42,Female,15,Premium,1866.54,15630.45,4,22,0
2003,45,Female,29,Premium,985.33,8253.8,6,5,0
2004,19,Female,47,Basic,355.46,26014.74,5,9,1
2005,52,Male,45,Standard,908.22,48523.98,0,29,1
2006,54,Male,54,Basic,1245.97,8454.48,0,0,1
2007,22,Male,5,Standard,1188.6,12904.28,1,5,0
2008,18,Male,14,Basic,1192.11,23374.1,2,12,1
2009,57,Male,53,Basic,586.09,32221.62,0,29,1
2010,29,Male,2,Premium,1302.13,30212.37,9,2,1
2011,53,Female,23,Premium,1824.09,26299.36,1,11,0
2012,62,Female,44,Standard,838.47,36994.78,1,14,0
2013,40,Female,52,Standard,1298.1,42374.31,6,21,1
2014,64,Male,46,Standard,563.58,49948.86,5,6,0
2015,48,Female,19,Premium,191.73,23542.77,8,5,0
2016,28,Female,24,Basic,1212.89,49750.35,9,8,0
2017,27,Male,20,Standard,190.34,36659.72,4,15,0
2018,20,Female,47,Premium,1474.81,33038.42,2,11,0
2019,31,Male,27,Premium,1373.67,32164.31,0,8,0
2020,33,Female,52,Basic,801.72,45581.84,0,7,1
2021,27,Male,24,Basic,881.45,47422.75,1,4,0
2022,46,Male,17,Premium,1843.75,9335.42,2,25,0
2023,27,Male,25,Basic,124.95,24924.48,9,2,1
2024,29,Female,46,Basic,1170.28,47101.77,9,3,0
2025,47,Female,55,Premium,1854.39,19414.59,4,10,0
2026,58,Male,31,Standard,1836.58,12017.49,6,9,0
2027,18,Male,28,Standard,1210.85,5581.33,3,7,0
2028,22,Female,50,Premium,824.34,30062.27,9,8,1
2029,37,Female,59,Standard,287.92,35163.51,5,12,1
2030,25,Male,28,Premium,430.19,10179.63,5,23,0
2031,60,Female,22,Premium,1391.38,33845.09,1,25,0
2032,29,Female,56,Basic,131.6,45031.15,5,18,0
2033,18,Female,59,Standard,1778.62,12557.18,4,22,0
2034,37,Male,5,Premium,1217.08,6538.99,5,10,0
2035,45,Male,54,Standard,185.78,41853.49,3,23,1
2036,60,Female,44,Standard,555.56,45864.1,0,2,0
2037,54,Male,42,Standard,1228.98,11135.67,8,0,0
2038,64,Female,8,Premium,167.64,36208.34,2,22,0
2039,54,Female,38,Basic,1581.98,29750.51,0,13,0
2040,29,Male,28,Standard,1847.85,12340.22,3,18,0
2041,54,Male,57,Premium,1926.32,41271.06,6,0,0
2042,61,Male,47,Standard,1493.95,23786.65,3,22,1
2043,45,Female,12,Basic,1727.97,35166.53,3,26,0
2044,64,Female,57,Standard,1260.34,15420.43,8,11,0
2045,32,Male,25,Premium,971.23,40881.19,5,13,0
2046,23,Male,38,Standard,1454.96,13582.15,8,14,1
2047,61,Male,44,Standard,525.94,18556.97,1,6,0
2048,37,Female,15,Standard,308.59,19877.73,6,3,1
2049,31,Female,44,Basic,1547.52,10718.13,6,13,0
2050,19,Female,41,Standard,1920.55,43781.29,7,17,1
2051,26,Male,51,Premium,1197.21,6117.65,9,15,0
2052,54,Male,53,Standard,1016.83,28374.89,8,25,0
2053,37,Female,34,Standard,1115.37,40800.47,7,13,1
2054,43,Male,45,Standard,1009.08,29254.79,1,20,0
2055,46,Male,13,Basic,940.18,16681.38,2,10,0
2056,18,Male,8,Premium,1899.37,39177.08,1,26,0
2057,52,Male,59,Standard,1011.55,25209.28,0,24,1
2058,23,Female,13,Premium,254.09,8569.14,6,5,0
2059,54,Male,36,Premium,1554.48,16184.73,7,14,0
2060,22,Female,6,Basic,843.97,29801.02,4,9,0
2061,50,Female,38,Premium,1450.32,33109.44,9,29,0
2062,31,Male,32,Standard,1201.18,27632.54,8,11,0
2063,29,Female,21,Basic,1455.04,13964.47,3,8,0
2064,59,Female,44,Basic,217.79,29890.76,0,27,0
